date,region,confirmed,active,cured,deaths
2020-03-27,Andaman and Nicobar Islands,1,1,0,0
2020-03-28,Andaman and Nicobar Islands,6,6,0,0
2020-03-29,Andaman and Nicobar Islands,9,9,0,0
2020-03-30,Andaman and Nicobar Islands,9,9,0,0
2020-03-31,Andaman and Nicobar Islands,10,10,0,0
2020-04-01,Andaman and Nicobar Islands,10,10,0,0
2020-04-02,Andaman and Nicobar Islands,10,10,0,0
2020-04-03,Andaman and Nicobar Islands,10,10,0,0
2020-04-04,Andaman and Nicobar Islands,10,10,0,0
2020-04-05,Andaman and Nicobar Islands,10,10,0,0
2020-04-06,Andaman and Nicobar Islands,10,10,0,0
2020-04-07,Andaman and Nicobar Islands,10,10,0,0
2020-04-08,Andaman and Nicobar Islands,10,10,0,0
2020-04-09,Andaman and Nicobar Islands,11,11,0,0
2020-04-10,Andaman and Nicobar Islands,11,11,0,0
2020-04-11,Andaman and Nicobar Islands,11,11,0,0
2020-04-12,Andaman and Nicobar Islands,11,1,10,0
2020-04-13,Andaman and Nicobar Islands,11,1,10,0
2020-04-14,Andaman and Nicobar Islands,11,1,10,0
2020-04-15,Andaman and Nicobar Islands,11,1,10,0
2020-04-16,Andaman and Nicobar Islands,11,1,10,0
2020-04-17,Andaman and Nicobar Islands,11,1,10,0
2020-04-18,Andaman and Nicobar Islands,12,1,11,0
2020-04-19,Andaman and Nicobar Islands,14,3,11,0
2020-04-20,Andaman and Nicobar Islands,15,4,11,0
2020-04-21,Andaman and Nicobar Islands,16,5,11,0
2020-04-22,Andaman and Nicobar Islands,16,5,11,0
2020-04-23,Andaman and Nicobar Islands,18,7,11,0
2020-04-24,Andaman and Nicobar Islands,22,11,11,0
2020-04-25,Andaman and Nicobar Islands,27,16,11,0
2020-04-26,Andaman and Nicobar Islands,33,22,11,0
2020-04-27,Andaman and Nicobar Islands,33,22,11,0
2020-04-28,Andaman and Nicobar Islands,33,22,11,0
2020-04-29,Andaman and Nicobar Islands,33,18,15,0
2020-04-30,Andaman and Nicobar Islands,33,18,15,0
2020-05-01,Andaman and Nicobar Islands,33,17,16,0
2020-05-02,Andaman and Nicobar Islands,33,17,16,0
2020-05-03,Andaman and Nicobar Islands,33,17,16,0
2020-05-04,Andaman and Nicobar Islands,33,1,32,0
2020-05-05,Andaman and Nicobar Islands,33,1,32,0
2020-05-06,Andaman and Nicobar Islands,33,1,32,0
2020-05-07,Andaman and Nicobar Islands,33,1,32,0
2020-05-08,Andaman and Nicobar Islands,33,0,33,0
2020-05-09,Andaman and Nicobar Islands,33,0,33,0
2020-05-10,Andaman and Nicobar Islands,33,0,33,0
2020-05-11,Andaman and Nicobar Islands,33,0,33,0
2020-05-12,Andaman and Nicobar Islands,33,0,33,0
2020-05-13,Andaman and Nicobar Islands,33,0,33,0
2020-05-14,Andaman and Nicobar Islands,33,0,33,0
2020-05-15,Andaman and Nicobar Islands,33,0,33,0
2020-05-16,Andaman and Nicobar Islands,33,0,33,0
2020-05-17,Andaman and Nicobar Islands,33,0,33,0
2020-05-18,Andaman and Nicobar Islands,33,0,33,0
2020-05-19,Andaman and Nicobar Islands,33,0,33,0
2020-05-20,Andaman and Nicobar Islands,33,0,33,0
2020-05-21,Andaman and Nicobar Islands,33,0,33,0
2020-05-22,Andaman and Nicobar Islands,33,0,33,0
2020-05-23,Andaman and Nicobar Islands,33,0,33,0
2020-05-24,Andaman and Nicobar Islands,33,0,33,0
2020-05-25,Andaman and Nicobar Islands,33,0,33,0
2020-05-26,Andaman and Nicobar Islands,33,0,33,0
2020-05-27,Andaman and Nicobar Islands,33,0,33,0
2020-05-28,Andaman and Nicobar Islands,33,0,33,0
2020-05-29,Andaman and Nicobar Islands,33,0,33,0
2020-05-30,Andaman and Nicobar Islands,33,0,33,0
2020-05-31,Andaman and Nicobar Islands,33,0,33,0
2020-06-01,Andaman and Nicobar Islands,33,0,33,0
2020-06-02,Andaman and Nicobar Islands,33,0,33,0
2020-06-03,Andaman and Nicobar Islands,33,0,33,0
2020-06-04,Andaman and Nicobar Islands,33,0,33,0
2020-06-05,Andaman and Nicobar Islands,33,0,33,0
2020-06-06,Andaman and Nicobar Islands,33,0,33,0
2020-06-07,Andaman and Nicobar Islands,33,0,33,0
2020-06-08,Andaman and Nicobar Islands,33,0,33,0
2020-06-09,Andaman and Nicobar Islands,33,0,33,0
2020-06-10,Andaman and Nicobar Islands,33,0,33,0
2020-06-11,Andaman and Nicobar Islands,34,1,33,0
2020-06-12,Andaman and Nicobar Islands,38,5,33,0
2020-06-13,Andaman and Nicobar Islands,38,5,33,0
2020-06-14,Andaman and Nicobar Islands,38,5,33,0
2020-06-15,Andaman and Nicobar Islands,38,5,33,0
2020-06-16,Andaman and Nicobar Islands,41,8,33,0
2020-06-17,Andaman and Nicobar Islands,44,11,33,0
2020-06-18,Andaman and Nicobar Islands,44,11,33,0
2020-06-19,Andaman and Nicobar Islands,44,11,33,0
2020-06-20,Andaman and Nicobar Islands,45,10,35,0
2020-06-21,Andaman and Nicobar Islands,47,11,36,0
2020-06-22,Andaman and Nicobar Islands,48,11,37,0
2020-06-23,Andaman and Nicobar Islands,48,11,37,0
2020-06-24,Andaman and Nicobar Islands,50,10,40,0
2020-06-25,Andaman and Nicobar Islands,56,13,43,0
2020-06-26,Andaman and Nicobar Islands,59,16,43,0
2020-06-27,Andaman and Nicobar Islands,72,29,43,0
2020-06-28,Andaman and Nicobar Islands,72,29,43,0
2020-06-29,Andaman and Nicobar Islands,76,31,45,0
2020-06-30,Andaman and Nicobar Islands,90,44,46,0
2020-07-01,Andaman and Nicobar Islands,97,47,50,0
2020-07-02,Andaman and Nicobar Islands,100,50,50,0
2020-07-03,Andaman and Nicobar Islands,109,58,51,0
2020-07-04,Andaman and Nicobar Islands,116,62,54,0
2020-07-05,Andaman and Nicobar Islands,119,53,66,0
2020-07-06,Andaman and Nicobar Islands,125,53,72,0
2020-07-07,Andaman and Nicobar Islands,141,67,74,0
2020-07-08,Andaman and Nicobar Islands,147,72,75,0
2020-07-09,Andaman and Nicobar Islands,149,72,77,0
2020-07-10,Andaman and Nicobar Islands,151,68,83,0
2020-07-11,Andaman and Nicobar Islands,156,64,92,0
2020-07-12,Andaman and Nicobar Islands,163,70,93,0
2020-07-13,Andaman and Nicobar Islands,163,70,93,0
2020-07-14,Andaman and Nicobar Islands,166,57,109,0
2020-07-15,Andaman and Nicobar Islands,166,57,109,0
2020-07-16,Andaman and Nicobar Islands,176,46,130,0
2020-07-17,Andaman and Nicobar Islands,180,47,133,0
2020-07-18,Andaman and Nicobar Islands,194,52,142,0
2020-07-19,Andaman and Nicobar Islands,198,53,145,0
2020-07-20,Andaman and Nicobar Islands,203,58,145,0
2020-07-21,Andaman and Nicobar Islands,207,55,152,0
2020-07-22,Andaman and Nicobar Islands,212,53,159,0
2020-07-23,Andaman and Nicobar Islands,221,58,163,0
2020-07-24,Andaman and Nicobar Islands,240,70,170,0
2020-07-25,Andaman and Nicobar Islands,259,85,174,0
2020-07-26,Andaman and Nicobar Islands,290,114,176,0
2020-07-27,Andaman and Nicobar Islands,324,142,182,0
2020-07-28,Andaman and Nicobar Islands,338,145,192,1
2020-07-29,Andaman and Nicobar Islands,363,166,196,1
2020-07-30,Andaman and Nicobar Islands,428,225,201,2
2020-07-31,Andaman and Nicobar Islands,471,266,201,4
2020-08-01,Andaman and Nicobar Islands,548,329,214,5
2020-08-02,Andaman and Nicobar Islands,636,403,226,7
2020-08-03,Andaman and Nicobar Islands,734,484,242,8
2020-08-04,Andaman and Nicobar Islands,830,557,263,10
2020-08-05,Andaman and Nicobar Islands,928,639,277,12
2020-08-06,Andaman and Nicobar Islands,1027,687,326,14
2020-08-07,Andaman and Nicobar Islands,1123,752,355,16
2020-08-08,Andaman and Nicobar Islands,1222,778,425,19
2020-08-09,Andaman and Nicobar Islands,1351,831,500,20
2020-08-10,Andaman and Nicobar Islands,1490,822,648,20
2020-08-11,Andaman and Nicobar Islands,1625,896,709,20
2020-08-12,Andaman and Nicobar Islands,1764,994,749,21
2020-08-13,Andaman and Nicobar Islands,1900,1050,829,21
2020-08-14,Andaman and Nicobar Islands,2037,1091,924,22
2020-08-15,Andaman and Nicobar Islands,2186,1130,1032,24
2020-08-16,Andaman and Nicobar Islands,2306,1154,1128,24
2020-08-17,Andaman and Nicobar Islands,2399,1145,1226,28
2020-08-18,Andaman and Nicobar Islands,2445,1091,1325,29
2020-08-19,Andaman and Nicobar Islands,2529,1078,1421,30
2020-08-20,Andaman and Nicobar Islands,2604,1045,1529,30
2020-08-21,Andaman and Nicobar Islands,2680,1011,1638,31
2020-08-22,Andaman and Nicobar Islands,2747,971,1744,32
2020-08-23,Andaman and Nicobar Islands,2808,923,1853,32
2020-08-24,Andaman and Nicobar Islands,2860,864,1963,33
2020-08-25,Andaman and Nicobar Islands,2904,777,2092,35
2020-08-26,Andaman and Nicobar Islands,2945,677,2231,37
2020-08-27,Andaman and Nicobar Islands,2985,635,2309,41
2020-08-28,Andaman and Nicobar Islands,3018,602,2374,42
2020-08-29,Andaman and Nicobar Islands,3050,564,2444,42
2020-08-30,Andaman and Nicobar Islands,3081,518,2519,44
2020-08-31,Andaman and Nicobar Islands,3104,473,2586,45
2020-09-01,Andaman and Nicobar Islands,3132,439,2647,46
2020-09-02,Andaman and Nicobar Islands,3160,400,2714,46
2020-09-03,Andaman and Nicobar Islands,3186,381,2758,47
2020-09-04,Andaman and Nicobar Islands,3223,352,2823,48
2020-09-05,Andaman and Nicobar Islands,3257,345,2863,49
2020-09-06,Andaman and Nicobar Islands,3292,338,2904,50
2020-09-07,Andaman and Nicobar Islands,3332,331,2951,50
2020-09-08,Andaman and Nicobar Islands,3359,312,2997,50
2020-09-09,Andaman and Nicobar Islands,3392,307,3035,50
2020-09-10,Andaman and Nicobar Islands,3426,297,3078,51
2020-09-11,Andaman and Nicobar Islands,3465,293,3121,51
2020-09-12,Andaman and Nicobar Islands,3494,286,3157,51
2020-09-13,Andaman and Nicobar Islands,3521,268,3202,51
2020-09-14,Andaman and Nicobar Islands,3546,252,3243,51
2020-09-15,Andaman and Nicobar Islands,3557,227,3278,52
2020-09-16,Andaman and Nicobar Islands,3574,204,3318,52
2020-09-17,Andaman and Nicobar Islands,3593,196,3345,52
2020-09-18,Andaman and Nicobar Islands,3604,174,3378,52
2020-09-19,Andaman and Nicobar Islands,3631,165,3414,52
2020-09-20,Andaman and Nicobar Islands,3644,156,3436,52
2020-09-21,Andaman and Nicobar Islands,3651,147,3452,52
2020-09-22,Andaman and Nicobar Islands,3673,152,3469,52
2020-09-23,Andaman and Nicobar Islands,3691,160,3479,52
2020-09-24,Andaman and Nicobar Islands,3712,166,3494,52
2020-09-25,Andaman and Nicobar Islands,3744,189,3503,52
2020-09-26,Andaman and Nicobar Islands,3759,179,3528,52
2020-09-27,Andaman and Nicobar Islands,3774,171,3551,52
2020-09-28,Andaman and Nicobar Islands,3794,188,3553,53
2020-09-29,Andaman and Nicobar Islands,3803,168,3582,53
2020-09-30,Andaman and Nicobar Islands,3821,181,3587,53
2020-10-01,Andaman and Nicobar Islands,3835,174,3608,53
2020-10-02,Andaman and Nicobar Islands,3848,172,3623,53
2020-10-03,Andaman and Nicobar Islands,3858,174,3631,53
2020-10-04,Andaman and Nicobar Islands,3868,173,3642,53
2020-10-05,Andaman and Nicobar Islands,3884,182,3649,53
2020-10-06,Andaman and Nicobar Islands,3899,186,3659,54
2020-10-07,Andaman and Nicobar Islands,3912,180,3678,54
2020-10-08,Andaman and Nicobar Islands,3935,185,3696,54
2020-10-09,Andaman and Nicobar Islands,3952,190,3707,55
2020-10-10,Andaman and Nicobar Islands,3976,197,3724,55
2020-10-11,Andaman and Nicobar Islands,3992,193,3744,55
2020-10-12,Andaman and Nicobar Islands,4005,186,3764,55
2020-10-13,Andaman and Nicobar Islands,4023,198,3770,55
2020-10-14,Andaman and Nicobar Islands,4036,199,3782,55
2020-10-15,Andaman and Nicobar Islands,4046,195,3796,55
2020-10-16,Andaman and Nicobar Islands,4062,190,3817,55
2020-10-17,Andaman and Nicobar Islands,4072,185,3831,56
2020-10-18,Andaman and Nicobar Islands,4083,179,3848,56
2020-10-19,Andaman and Nicobar Islands,4108,184,3868,56
2020-10-20,Andaman and Nicobar Islands,4126,178,3892,56
2020-10-21,Andaman and Nicobar Islands,4141,183,3902,56
2020-10-22,Andaman and Nicobar Islands,4168,199,3913,56
2020-10-23,Andaman and Nicobar Islands,4184,190,3937,57
2020-10-24,Andaman and Nicobar Islands,4207,204,3945,58
2020-10-25,Andaman and Nicobar Islands,4225,199,3968,58
2020-10-26,Andaman and Nicobar Islands,4245,204,3983,58
2020-10-27,Andaman and Nicobar Islands,4253,198,3997,58
2020-10-28,Andaman and Nicobar Islands,4274,197,4019,58
2020-10-29,Andaman and Nicobar Islands,4289,192,4039,58
2020-10-30,Andaman and Nicobar Islands,4305,192,4054,59
2020-10-31,Andaman and Nicobar Islands,4317,182,4076,59
2020-11-01,Andaman and Nicobar Islands,4332,173,4100,59
2020-11-02,Andaman and Nicobar Islands,4340,168,4112,60
2020-11-03,Andaman and Nicobar Islands,4352,160,4132,60
2020-11-04,Andaman and Nicobar Islands,4372,159,4153,60
2020-11-05,Andaman and Nicobar Islands,4389,166,4163,60
2020-11-06,Andaman and Nicobar Islands,4403,168,4175,60
2020-11-07,Andaman and Nicobar Islands,4420,166,4194,60
2020-11-08,Andaman and Nicobar Islands,4441,175,4206,60
2020-11-09,Andaman and Nicobar Islands,4450,169,4221,60
2020-11-10,Andaman and Nicobar Islands,4463,164,4239,60
2020-11-11,Andaman and Nicobar Islands,4477,162,4255,60
2020-11-12,Andaman and Nicobar Islands,4494,167,4267,60
2020-11-13,Andaman and Nicobar Islands,4507,164,4282,61
2020-11-14,Andaman and Nicobar Islands,4518,153,4304,61
2020-11-15,Andaman and Nicobar Islands,4527,151,4315,61
2020-11-16,Andaman and Nicobar Islands,4536,145,4330,61
2020-11-17,Andaman and Nicobar Islands,4557,150,4346,61
2020-11-18,Andaman and Nicobar Islands,4574,150,4363,61
2020-11-19,Andaman and Nicobar Islands,4593,154,4378,61
2020-11-20,Andaman and Nicobar Islands,4604,145,4398,61
2020-11-21,Andaman and Nicobar Islands,4617,148,4408,61
2020-11-22,Andaman and Nicobar Islands,4631,142,4428,61
2020-11-23,Andaman and Nicobar Islands,4641,140,4440,61
2020-11-24,Andaman and Nicobar Islands,4656,142,4453,61
2020-11-25,Andaman and Nicobar Islands,4667,142,4464,61
2020-11-26,Andaman and Nicobar Islands,4677,137,4479,61
2020-11-27,Andaman and Nicobar Islands,4682,130,4491,61
2020-11-28,Andaman and Nicobar Islands,4689,120,4508,61
2020-11-29,Andaman and Nicobar Islands,4698,119,4518,61
2020-11-30,Andaman and Nicobar Islands,4704,106,4537,61
2020-12-01,Andaman and Nicobar Islands,4710,99,4550,61
2020-12-02,Andaman and Nicobar Islands,4718,91,4566,61
2020-12-03,Andaman and Nicobar Islands,4723,79,4583,61
2020-12-04,Andaman and Nicobar Islands,4729,71,4597,61
2020-12-05,Andaman and Nicobar Islands,4742,70,4611,61
2020-12-06,Andaman and Nicobar Islands,4747,70,4616,61
2020-12-07,Andaman and Nicobar Islands,4758,73,4624,61
2020-12-08,Andaman and Nicobar Islands,4773,81,4631,61
2020-12-09,Andaman and Nicobar Islands,4778,70,4647,61
2020-12-10,Andaman and Nicobar Islands,4783,75,4647,61
2020-12-11,Andaman and Nicobar Islands,4791,78,4652,61
2020-12-12,Andaman and Nicobar Islands,4798,78,4659,61
2020-12-13,Andaman and Nicobar Islands,4805,79,4665,61
2020-12-14,Andaman and Nicobar Islands,4818,84,4673,61
2020-12-15,Andaman and Nicobar Islands,4834,92,4681,61
2020-12-17,Andaman and Nicobar Islands,4850,91,4698,61
2020-12-18,Andaman and Nicobar Islands,4860,92,4707,61
2020-12-19,Andaman and Nicobar Islands,4869,96,4712,61
2020-12-20,Andaman and Nicobar Islands,4875,95,4719,61
2020-12-21,Andaman and Nicobar Islands,4881,88,4732,61
2020-12-22,Andaman and Nicobar Islands,4888,86,4740,62
2020-12-23,Andaman and Nicobar Islands,4893,82,4749,62
2020-12-24,Andaman and Nicobar Islands,4896,73,4761,62
2020-12-25,Andaman and Nicobar Islands,4901,64,4775,62
2020-12-26,Andaman and Nicobar Islands,4912,69,4781,62
2020-12-27,Andaman and Nicobar Islands,4912,61,4789,62
2020-12-28,Andaman and Nicobar Islands,4924,64,4798,62
2020-12-29,Andaman and Nicobar Islands,4929,64,4803,62
2020-12-30,Andaman and Nicobar Islands,4936,63,4811,62
2020-12-31,Andaman and Nicobar Islands,4941,59,4820,62
2021-01-03,Andaman and Nicobar Islands,4947,48,4837,62
2021-01-04,Andaman and Nicobar Islands,4948,40,4846,62
2021-01-05,Andaman and Nicobar Islands,4948,38,4848,62
2021-01-06,Andaman and Nicobar Islands,4949,31,4856,62
2021-01-07,Andaman and Nicobar Islands,4949,28,4859,62
2021-01-08,Andaman and Nicobar Islands,4958,32,4864,62
2021-01-09,Andaman and Nicobar Islands,4959,31,4866,62
2021-01-10,Andaman and Nicobar Islands,4959,24,4873,62
2021-01-11,Andaman and Nicobar Islands,4960,23,4875,62
2021-01-12,Andaman and Nicobar Islands,4963,17,4884,62
2021-01-13,Andaman and Nicobar Islands,4966,18,4886,62
2021-01-14,Andaman and Nicobar Islands,4969,16,4891,62
2021-01-15,Andaman and Nicobar Islands,4976,23,4891,62
2021-01-16,Andaman and Nicobar Islands,4979,22,4895,62
2021-01-17,Andaman and Nicobar Islands,4982,25,4895,62
2021-01-18,Andaman and Nicobar Islands,4983,25,4896,62
2021-01-19,Andaman and Nicobar Islands,4988,29,4897,62
2021-01-20,Andaman and Nicobar Islands,4989,30,4897,62
2021-01-21,Andaman and Nicobar Islands,4991,29,4900,62
2021-01-22,Andaman and Nicobar Islands,4991,25,4904,62
2021-01-23,Andaman and Nicobar Islands,4992,23,4907,62
2021-01-24,Andaman and Nicobar Islands,4993,24,4907,62
2021-01-25,Andaman and Nicobar Islands,4993,23,4908,62
2021-01-27,Andaman and Nicobar Islands,4994,15,4917,62
2021-01-28,Andaman and Nicobar Islands,4994,10,4922,62
2021-01-29,Andaman and Nicobar Islands,4994,8,4924,62
2021-01-30,Andaman and Nicobar Islands,4994,5,4927,62
2021-01-31,Andaman and Nicobar Islands,4994,4,4928,62
2021-02-01,Andaman and Nicobar Islands,4994,4,4928,62
2021-02-02,Andaman and Nicobar Islands,4994,0,4932,62
2021-02-03,Andaman and Nicobar Islands,4994,0,4932,62
2021-02-04,Andaman and Nicobar Islands,4994,0,4932,62
2021-02-05,Andaman and Nicobar Islands,4994,0,4932,62
2021-02-06,Andaman and Nicobar Islands,4997,3,4932,62
2021-02-07,Andaman and Nicobar Islands,5000,6,4932,62
2021-02-08,Andaman and Nicobar Islands,5001,7,4932,62
2021-02-09,Andaman and Nicobar Islands,5005,11,4932,62
2021-02-10,Andaman and Nicobar Islands,5007,13,4932,62
2021-02-11,Andaman and Nicobar Islands,5007,13,4932,62
2021-02-12,Andaman and Nicobar Islands,5007,13,4932,62
2021-02-13,Andaman and Nicobar Islands,5007,11,4934,62
2021-02-14,Andaman and Nicobar Islands,5009,9,4938,62
2021-02-15,Andaman and Nicobar Islands,5009,9,4938,62
2021-02-16,Andaman and Nicobar Islands,5009,9,4938,62
2021-02-17,Andaman and Nicobar Islands,5013,8,4943,62
2021-02-18,Andaman and Nicobar Islands,5014,8,4944,62
2021-02-19,Andaman and Nicobar Islands,5014,8,4944,62
2021-02-20,Andaman and Nicobar Islands,5014,4,4948,62
2021-02-21,Andaman and Nicobar Islands,5014,3,4949,62
2021-02-22,Andaman and Nicobar Islands,5014,3,4949,62
2021-02-23,Andaman and Nicobar Islands,5015,4,4949,62
2021-02-24,Andaman and Nicobar Islands,5016,5,4949,62
2021-02-25,Andaman and Nicobar Islands,5016,4,4950,62
2021-02-26,Andaman and Nicobar Islands,5016,2,4952,62
2021-02-27,Andaman and Nicobar Islands,5017,3,4952,62
2021-03-01,Andaman and Nicobar Islands,5020,6,4952,62
2021-03-02,Andaman and Nicobar Islands,5020,6,4952,62
2021-03-03,Andaman and Nicobar Islands,5020,6,4952,62
2021-03-04,Andaman and Nicobar Islands,5022,8,4952,62
2021-03-06,Andaman and Nicobar Islands,5024,8,4954,62
2021-03-07,Andaman and Nicobar Islands,5024,7,4955,62
2021-03-08,Andaman and Nicobar Islands,5024,7,4955,62
2021-03-09,Andaman and Nicobar Islands,5026,7,4957,62
2021-03-10,Andaman and Nicobar Islands,5028,8,4958,62
2021-03-11,Andaman and Nicobar Islands,5028,6,4960,62
2021-03-13,Andaman and Nicobar Islands,5029,6,4961,62
2021-03-14,Andaman and Nicobar Islands,5030,4,4964,62
2021-03-15,Andaman and Nicobar Islands,5031,5,4964,62
2021-03-16,Andaman and Nicobar Islands,5031,3,4966,62
2021-03-17,Andaman and Nicobar Islands,5032,3,4967,62
2021-03-18,Andaman and Nicobar Islands,5035,6,4967,62
2021-03-19,Andaman and Nicobar Islands,5036,5,4969,62
2021-03-20,Andaman and Nicobar Islands,5038,7,4969,62
2021-03-21,Andaman and Nicobar Islands,5038,7,4969,62
2021-03-22,Andaman and Nicobar Islands,5039,8,4969,62
2021-03-23,Andaman and Nicobar Islands,5039,8,4969,62
2021-03-24,Andaman and Nicobar Islands,5039,5,4972,62
2021-03-25,Andaman and Nicobar Islands,5041,6,4973,62
2021-03-27,Andaman and Nicobar Islands,5043,7,4974,62
2021-03-28,Andaman and Nicobar Islands,5044,7,4975,62
2021-03-29,Andaman and Nicobar Islands,5046,8,4976,62
2021-03-30,Andaman and Nicobar Islands,5052,14,4976,62
2021-03-31,Andaman and Nicobar Islands,5081,43,4976,62
2021-04-01,Andaman and Nicobar Islands,5083,45,4976,62
2021-04-02,Andaman and Nicobar Islands,5084,42,4980,62
2021-04-03,Andaman and Nicobar Islands,5084,41,4981,62
2021-04-04,Andaman and Nicobar Islands,5098,49,4987,62
2021-04-05,Andaman and Nicobar Islands,5109,57,4990,62
2021-04-06,Andaman and Nicobar Islands,5116,53,5001,62
2021-04-07,Andaman and Nicobar Islands,5123,51,5010,62
2021-04-08,Andaman and Nicobar Islands,5131,49,5020,62
2021-04-09,Andaman and Nicobar Islands,5149,60,5027,62
2021-04-10,Andaman and Nicobar Islands,5161,71,5028,62
2021-04-11,Andaman and Nicobar Islands,5175,75,5038,62
2021-04-12,Andaman and Nicobar Islands,5190,88,5040,62
2021-04-13,Andaman and Nicobar Islands,5201,89,5050,62
2021-04-14,Andaman and Nicobar Islands,5209,93,5054,62
2021-04-15,Andaman and Nicobar Islands,5247,106,5078,63
2021-04-16,Andaman and Nicobar Islands,5262,117,5082,63
2021-04-17,Andaman and Nicobar Islands,5289,116,5110,63
2021-04-18,Andaman and Nicobar Islands,5331,121,5146,64
2021-04-19,Andaman and Nicobar Islands,5390,126,5200,64
2021-04-20,Andaman and Nicobar Islands,5421,145,5212,64
2021-04-21,Andaman and Nicobar Islands,5466,159,5243,64
2021-04-22,Andaman and Nicobar Islands,5490,150,5276,64
2021-04-23,Andaman and Nicobar Islands,5527,153,5309,65
2021-04-24,Andaman and Nicobar Islands,5569,146,5358,65
2021-04-25,Andaman and Nicobar Islands,5614,138,5410,66
2021-04-26,Andaman and Nicobar Islands,5665,132,5467,66
2021-04-27,Andaman and Nicobar Islands,5716,130,5520,66
2021-04-28,Andaman and Nicobar Islands,5764,136,5562,66
2021-04-29,Andaman and Nicobar Islands,5816,143,5606,67
2021-04-30,Andaman and Nicobar Islands,5875,165,5643,67
2021-05-01,Andaman and Nicobar Islands,5949,181,5701,67
2021-05-02,Andaman and Nicobar Islands,6046,205,5773,68
2021-05-03,Andaman and Nicobar Islands,6084,217,5798,69
2021-05-04,Andaman and Nicobar Islands,6150,230,5850,70
2021-05-05,Andaman and Nicobar Islands,6181,232,5879,70
2021-05-06,Andaman and Nicobar Islands,6223,224,5928,71
2021-05-07,Andaman and Nicobar Islands,6255,225,5958,72
2021-05-08,Andaman and Nicobar Islands,6311,209,6030,72
2021-05-09,Andaman and Nicobar Islands,6341,211,6056,74
2021-05-10,Andaman and Nicobar Islands,6367,203,6088,76
2021-05-11,Andaman and Nicobar Islands,6398,195,6125,78
2021-05-12,Andaman and Nicobar Islands,6426,199,6149,78
2021-05-13,Andaman and Nicobar Islands,6470,214,6175,81
2021-05-14,Andaman and Nicobar Islands,6470,214,6175,81
2021-05-15,Andaman and Nicobar Islands,6510,214,6213,83
2021-05-16,Andaman and Nicobar Islands,6568,216,6267,85
2021-05-17,Andaman and Nicobar Islands,6603,232,6283,88
2021-05-18,Andaman and Nicobar Islands,6638,220,6329,89
2021-05-19,Andaman and Nicobar Islands,6674,223,6359,92
2021-05-20,Andaman and Nicobar Islands,6709,229,6385,95
2021-05-21,Andaman and Nicobar Islands,6758,261,6401,96
2021-05-22,Andaman and Nicobar Islands,6789,274,6417,98
2021-05-23,Andaman and Nicobar Islands,6820,278,6441,101
2021-05-24,Andaman and Nicobar Islands,6844,268,6473,103
2021-05-25,Andaman and Nicobar Islands,6853,254,6495,104
2021-05-26,Andaman and Nicobar Islands,6878,228,6544,106
2021-05-27,Andaman and Nicobar Islands,6901,220,6573,108
2021-05-28,Andaman and Nicobar Islands,6917,217,6591,109
2021-05-30,Andaman and Nicobar Islands,6964,191,6660,113
2021-05-31,Andaman and Nicobar Islands,6984,187,6683,114
2021-06-01,Andaman and Nicobar Islands,7005,171,6719,115
2021-06-02,Andaman and Nicobar Islands,7018,155,6745,118
2021-06-03,Andaman and Nicobar Islands,7043,143,6781,119
2021-06-04,Andaman and Nicobar Islands,7070,131,6820,119
2021-06-05,Andaman and Nicobar Islands,7088,115,6852,121
2021-06-06,Andaman and Nicobar Islands,7105,107,6876,122
2021-06-07,Andaman and Nicobar Islands,7119,103,6894,122
2021-06-08,Andaman and Nicobar Islands,7131,96,6912,123
2021-06-09,Andaman and Nicobar Islands,7154,94,6935,125
2021-06-10,Andaman and Nicobar Islands,7168,91,6952,125
2021-06-11,Andaman and Nicobar Islands,7197,99,6973,125
2021-06-12,Andaman and Nicobar Islands,7233,124,6984,125
2021-06-13,Andaman and Nicobar Islands,7243,121,6996,126
2021-06-14,Andaman and Nicobar Islands,7261,110,7025,126
2021-06-15,Andaman and Nicobar Islands,7269,109,7034,126
2021-06-16,Andaman and Nicobar Islands,7280,105,7049,126
2021-06-17,Andaman and Nicobar Islands,7306,100,7079,127
2021-06-18,Andaman and Nicobar Islands,7335,104,7104,127
2021-06-19,Andaman and Nicobar Islands,7363,108,7128,127
2021-06-20,Andaman and Nicobar Islands,7394,105,7162,127
2021-06-21,Andaman and Nicobar Islands,7406,102,7177,127
2021-06-22,Andaman and Nicobar Islands,7415,97,7191,127
2021-06-23,Andaman and Nicobar Islands,7425,103,7195,127
2021-06-25,Andaman and Nicobar Islands,7440,99,7214,127
2021-06-26,Andaman and Nicobar Islands,7441,69,7245,127
2021-06-27,Andaman and Nicobar Islands,7446,54,7265,127
2021-06-28,Andaman and Nicobar Islands,7455,62,7266,127
2021-06-29,Andaman and Nicobar Islands,7462,48,7286,128
2021-06-30,Andaman and Nicobar Islands,7466,42,7296,128
2021-07-01,Andaman and Nicobar Islands,7467,31,7308,128
2021-07-02,Andaman and Nicobar Islands,7469,33,7308,128
2021-07-03,Andaman and Nicobar Islands,7475,22,7325,128
2021-07-04,Andaman and Nicobar Islands,7478,20,7330,128
2021-07-05,Andaman and Nicobar Islands,7482,21,7333,128
2021-07-06,Andaman and Nicobar Islands,7482,15,7339,128
2021-07-07,Andaman and Nicobar Islands,7487,16,7343,128
2021-07-08,Andaman and Nicobar Islands,7491,14,7349,128
